usuarioid;bicicletaid;origenfecha;origenestacionid;origennombre;destinofecha;destinoestacionid;destinonombre;tiempouso
38201;1318;2013-01-02 08:47:46.327;34;SUIPACHA;2013-01-02 09:48:29.623;34;SUIPACHA;61
60245;182;2013-01-02 08:47:50.2;25;PLAZA ALMAGRO;2013-01-02 09:08:28.297;34;SUIPACHA;21
68800;1109;2013-01-02 08:47:53.747;3;RETIRO;2013-01-02 08:59:57.437;36;EMMA DE LA BARRA;12
71027;1106;2013-01-02 08:48:07.45;25;PLAZA ALMAGRO;2013-01-02 09:20:18.013;34;SUIPACHA;32
50518;1117;2013-01-02 08:48:14.5;10;OBELISCO;2013-01-02 08:57:25.373;5;ADUANA;9
65266;1026;2013-01-02 08:48:19.263;5;ADUANA;2013-01-02 09:08:15.483;10;OBELISCO;20
66069;1494;2013-01-02 08:48:30.403;33;ARENALES;2013-01-02 09:03:09.61;35;ALSINA ;15
72038;840;2013-01-02 08:48:41.733;3;RETIRO;2013-01-02 08:59:42.7;36;EMMA DE LA BARRA;11
35099;1041;2013-01-02 08:49:06.31;9;PARQUE LEZAMA;2013-01-02 10:27:51.89;9;PARQUE LEZAMA;99
41816;361;2013-01-02 08:49:42.107;25;PLAZA ALMAGRO;2013-01-02 09:14:35.593;24;PLAZA DE MAYO;25
50569;1244;2013-01-02 08:49:47.327;28;PLAZA SAN MARTIN;2013-01-02 09:01:05.153;24;PLAZA DE MAYO;11
60928;1234;2013-01-02 08:50:03.39;15;CONGRESO;2013-01-02 09:09:06.263;25;PLAZA ALMAGRO;19
38041;172;2013-01-02 08:50:16.84;16;PARQUE LAS HERAS;2013-01-02 09:13:33.857;28;PLAZA SAN MARTIN;23
72430;1253;2013-01-02 08:50:41.077;3;RETIRO;2013-01-02 09:13:02.357;17;UCA PUERTO MADERO;22
50487;1042;2013-01-02 08:50:41.263;25;PLAZA ALMAGRO;2013-01-02 09:09:47.327;10;OBELISCO;19
62110;1600;2013-01-02 08:51:00.733;10;OBELISCO;2013-01-02 08:57:32.153;18;TRIBUNALES;7
43629;1520;2013-01-02 08:51:21.34;15;CONGRESO;2013-01-02 08:58:39.543;24;PLAZA DE MAYO;7
25323;1202;2013-01-02 08:51:51.013;27;INDEPENDENCIA;2013-01-02 08:59:05;24;PLAZA DE MAYO;7
39290;1338;2013-01-02 08:52:08.64;15;CONGRESO;2013-01-02 09:06:03.967;33;ARENALES;14
17895;1119;2013-01-02 08:52:19.89;19;PLAZA VICENTE LOPEZ;2013-01-02 08:59:29.467;28;PLAZA SAN MARTIN;7
26209;1082;2013-01-02 08:53:23.263;5;ADUANA;2013-01-02 09:05:19.983;9;PARQUE LEZAMA;12
62340;1530;2013-01-02 08:53:25.967;25;PLAZA ALMAGRO;2013-01-02 09:20:25.903;35;ALSINA ;27
70392;761;2013-01-02 08:53:27.89;27;INDEPENDENCIA;2013-01-02 09:04:29.793;24;PLAZA DE MAYO;11
68086;445;2013-01-02 08:53:32.233;25;PLAZA ALMAGRO;2013-01-02 09:13:10.17;7;PLAZA ROMA;20
24191;714;2013-01-02 08:53:52.997;36;EMMA DE LA BARRA;2013-01-02 09:27:39.42;7;PLAZA ROMA;34
68624;481;2013-01-02 08:54:15.967;22;VIRREY CEVALLOS;2013-01-02 09:11:04.7;18;TRIBUNALES;17
25643;1011;2013-01-02 08:54:45.797;28;PLAZA SAN MARTIN;2013-01-02 09:13:28.42;16;PARQUE LAS HERAS;19
69353;1013;2013-01-02 08:55:27.7;9;PARQUE LEZAMA;2013-01-02 09:19:12.14;7;PLAZA ROMA;24
69553;944;2013-01-02 08:55:37.733;34;SUIPACHA;2013-01-02 09:20:12.95;5;ADUANA;25
8472;722;2013-01-02 08:55:53.547;16;PARQUE LAS HERAS;2013-01-02 09:29:38.593;27;INDEPENDENCIA;34
69038;210;2013-01-02 08:56:07.827;3;RETIRO;2013-01-02 09:04:07.467;36;EMMA DE LA BARRA;8
69050;368;2013-01-02 08:56:23.983;25;PLAZA ALMAGRO;2013-01-02 09:21:46.25;24;PLAZA DE MAYO;25
25337;986;2013-01-02 08:56:27.077;19;PLAZA VICENTE LOPEZ;2013-01-02 09:15:19.047;24;PLAZA DE MAYO;19
15547;1433;2013-01-02 08:56:43.31;21;PACIFICO;2013-01-02 09:21:24.293;3;RETIRO;25
19567;1601;2013-01-02 08:56:48.36;28;PLAZA SAN MARTIN;2013-01-02 09:13:01.09;17;UCA PUERTO MADERO;16
40787;1127;2013-01-02 08:56:51.64;25;PLAZA ALMAGRO;2013-01-02 09:17:09.92;15;CONGRESO;20
12881;1137;2013-01-02 08:56:58.483;3;RETIRO;2013-01-02 09:15:21.827;5;ADUANA;18
10797;280;2013-01-02 08:57:13.2;9;PARQUE LEZAMA;2013-01-02 09:25:15.59;34;SUIPACHA;28
67331;1442;2013-01-02 08:57:25.497;21;PACIFICO;2013-01-02 09:43:59.28;5;ADUANA;47
69911;931;2013-01-02 08:57:28.42;36;EMMA DE LA BARRA;2013-01-02 09:15:50.59;36;EMMA DE LA BARRA;18
70898;263;2013-01-02 08:57:29.013;3;RETIRO;2013-01-02 09:11:12.327;36;EMMA DE LA BARRA;14
72431;1346;2013-01-02 08:58:14.607;22;VIRREY CEVALLOS;2013-01-02 09:24:31.56;23;PLAZA HOUSSAY;26
5029;560;2013-01-02 08:58:15.78;6;DERECHO;2013-01-02 09:25:32.997;17;UCA PUERTO MADERO;27
67345;92;2013-01-02 08:58:25.293;25;PLAZA ALMAGRO;2013-01-02 09:14:52.75;15;CONGRESO;16
54568;59;2013-01-02 08:58:33.78;3;RETIRO;2013-01-02 09:09:27.077;5;ADUANA;11
224;859;2013-01-02 08:58:49.67;36;EMMA DE LA BARRA;2013-01-02 09:14:53.793;9;PARQUE LEZAMA;16
66836;681;2013-01-02 08:58:50.56;19;PLAZA VICENTE LOPEZ;2013-01-02 09:19:46.497;24;PLAZA DE MAYO;21
48637;592;2013-01-02 08:59:21.03;27;INDEPENDENCIA;2013-01-02 09:07:10.31;5;ADUANA;8
71426;1194;2013-01-02 08:59:26.247;7;PLAZA ROMA;2013-01-02 09:09:21.34;17;UCA PUERTO MADERO;10
69775;845;2013-01-02 08:59:46.013;20;ONCE;2013-01-02 09:16:29.747;10;OBELISCO;17
66848;248;2013-01-02 09:00:45.06;27;INDEPENDENCIA;2013-01-02 09:21:00.17;23;PLAZA HOUSSAY;20
49450;249;2013-01-02 09:01:02.793;15;CONGRESO;2013-01-02 09:07:00.577;10;OBELISCO;6
60577;1274;2013-01-02 09:01:07.233;10;OBELISCO;2013-01-02 09:11:25.187;23;PLAZA HOUSSAY;10
16340;1584;2013-01-02 09:02:18.95;7;PLAZA ROMA;2013-01-02 09:10:58.7;17;UCA PUERTO MADERO;9
62110;1136;2013-01-02 09:02:27.733;18;TRIBUNALES;2013-01-02 09:10:59.78;10;OBELISCO;9
61607;1221;2013-01-02 09:02:34.997;17;UCA PUERTO MADERO;2013-01-02 09:11:11.687;7;PLAZA ROMA;9
60549;251;2013-01-02 09:02:53.92;21;PACIFICO;2013-01-02 09:47:05.717;19;PLAZA VICENTE LOPEZ;44
69979;839;2013-01-02 09:03:20.2;32;PARQUE PATRICIOS ;2013-01-02 09:24:58.937;23;PLAZA HOUSSAY;22
40114;282;2013-01-02 09:03:28.67;15;CONGRESO;2013-01-02 09:18:48.543;34;SUIPACHA;15
48815;1119;2013-01-02 09:03:30.61;28;PLAZA SAN MARTIN;2013-01-02 09:12:14.7;24;PLAZA DE MAYO;9
38006;1003;2013-01-02 09:03:49.89;8;PLAZA ITALIA;2013-01-02 09:29:05.263;3;RETIRO;25
54471;1632;2013-01-02 09:04:01.2;15;CONGRESO;2013-01-02 09:21:17.263;7;PLAZA ROMA;17
62093;1364;2013-01-02 09:04:02.653;23;PLAZA HOUSSAY;2013-01-02 09:52:15.89;23;PLAZA HOUSSAY;48
60135;1156;2013-01-02 09:04:05.187;22;VIRREY CEVALLOS;2013-01-02 09:39:55.967;28;PLAZA SAN MARTIN;36
52985;1600;2013-01-02 09:04:27.92;18;TRIBUNALES;2013-01-02 09:23:01.373;36;EMMA DE LA BARRA;19
2623;1403;2013-01-02 09:06:11.75;10;OBELISCO;2013-01-02 09:22:11.31;16;PARQUE LAS HERAS;16
67061;1017;2013-01-02 09:06:40.623;25;PLAZA ALMAGRO;2013-01-02 09:29:30.42;16;PARQUE LAS HERAS;23
23153;242;2013-01-02 09:07:28.81;25;PLAZA ALMAGRO;2013-01-02 09:32:55.903;24;PLAZA DE MAYO;25
57736;1233;2013-01-02 09:07:55.36;30;DISTRITO AUDIOVISUAL;2013-01-02 09:49:15.967;10;OBELISCO;41
46198;751;2013-01-02 09:07:55.42;25;PLAZA ALMAGRO;2013-01-02 09:28:41.437;18;TRIBUNALES;21
56313;1057;2013-01-02 09:08:14.17;3;RETIRO;2013-01-02 09:18:01.92;5;ADUANA;10
2726;885;2013-01-02 09:08:43.373;24;PLAZA DE MAYO;2013-01-02 09:12:08.03;5;ADUANA;3
63487;1235;2013-01-02 09:09:03.483;17;UCA PUERTO MADERO;2013-01-02 09:18:02.53;7;PLAZA ROMA;9
70454;1402;2013-01-02 09:09:09.95;18;TRIBUNALES;2013-01-02 09:13:18.937;34;SUIPACHA;4
6532;1615;2013-01-02 09:09:13.827;7;PLAZA ROMA;2013-01-02 09:15:26.14;36;EMMA DE LA BARRA;6
20282;713;2013-01-02 09:09:29.717;8;PLAZA ITALIA;2013-01-02 09:34:00.483;3;RETIRO;25
60928;391;2013-01-02 09:09:58.967;25;PLAZA ALMAGRO;2013-01-02 09:33:35.247;30;DISTRITO AUDIOVISUAL;24
55856;1082;2013-01-02 09:10:05.967;9;PARQUE LEZAMA;2013-01-02 10:04:04.483;30;DISTRITO AUDIOVISUAL;54
54877;1434;2013-01-02 09:10:22.793;30;DISTRITO AUDIOVISUAL;2013-01-02 09:45:05.013;34;SUIPACHA;35
70422;1465;2013-01-02 09:10:49.14;7;PLAZA ROMA;2013-01-02 09:17:17.763;17;UCA PUERTO MADERO;6
39109;1202;2013-01-02 09:11:29.513;24;PLAZA DE MAYO;2013-01-02 09:35:15.67;16;PARQUE LAS HERAS;24
40686;870;2013-01-02 09:11:31.577;17;UCA PUERTO MADERO;2013-01-02 09:32:43.793;3;RETIRO;21
57235;1042;2013-01-02 09:11:33.03;10;OBELISCO;2013-01-02 09:23:56.437;23;PLAZA HOUSSAY;12
72432;1504;2013-01-02 09:12:31.78;27;INDEPENDENCIA;2013-01-02 09:53:43.247;27;INDEPENDENCIA;41
41457;1274;2013-01-02 09:12:54.437;23;PLAZA HOUSSAY;2013-01-02 09:27:17.937;24;PLAZA DE MAYO;14
30922;1221;2013-01-02 09:12:55.06;7;PLAZA ROMA;2013-01-02 09:41:01.903;16;PARQUE LAS HERAS;28
71007;1045;2013-01-02 09:12:59.247;24;PLAZA DE MAYO;2013-01-02 09:23:27.67;36;EMMA DE LA BARRA;10
66146;947;2013-01-02 09:13:34.903;27;INDEPENDENCIA;2013-01-02 09:22:34.263;34;SUIPACHA;9
71963;1262;2013-01-02 09:13:42.607;36;EMMA DE LA BARRA;2013-01-02 09:22:12.28;3;RETIRO;8
23032;1142;2013-01-02 09:14:19.403;27;INDEPENDENCIA;2013-01-02 09:28:27.437;33;ARENALES;14
43568;710;2013-01-02 09:14:46.217;27;INDEPENDENCIA;2013-01-02 09:16:46.043;27;INDEPENDENCIA;2
18035;1338;2013-01-02 09:14:47.03;33;ARENALES;2013-01-02 09:25:09.7;10;OBELISCO;10
11517;994;2013-01-02 09:15:41.297;18;TRIBUNALES;2013-01-02 13:11:00.687;36;EMMA DE LA BARRA;235
26551;1126;2013-01-02 09:15:50.653;25;PLAZA ALMAGRO;2013-01-02 09:36:16.67;24;PLAZA DE MAYO;20
70634;1584;2013-01-02 09:16:50.983;17;UCA PUERTO MADERO;2013-01-02 09:30:34.983;28;PLAZA SAN MARTIN;14
70248;1411;2013-01-02 09:16:51.2;25;PLAZA ALMAGRO;2013-01-02 09:42:54.39;34;SUIPACHA;26
36495;1011;2013-01-02 09:16:55.513;16;PARQUE LAS HERAS;2013-01-02 09:46:33.7;24;PLAZA DE MAYO;30
3295;821;2013-01-02 09:17:00.653;33;ARENALES;2013-01-02 09:31:10.06;5;ADUANA;14
43568;1252;2013-01-02 09:17:03.763;27;INDEPENDENCIA;2013-01-02 09:32:00.747;19;PLAZA VICENTE LOPEZ;15
70129;1073;2013-01-02 09:17:10.903;24;PLAZA DE MAYO;2013-01-02 13:47:16.687;36;EMMA DE LA BARRA;270
56642;1072;2013-01-02 09:17:48.92;19;PLAZA VICENTE LOPEZ;2013-01-02 09:27:20.373;16;PARQUE LAS HERAS;10
13550;445;2013-01-02 09:17:50.64;7;PLAZA ROMA;2013-01-02 09:25:02.56;36;EMMA DE LA BARRA;7
19958;859;2013-01-02 09:17:56.403;9;PARQUE LEZAMA;2013-01-02 09:37:23.717;7;PLAZA ROMA;19
67171;1599;2013-01-02 09:18:01.2;27;INDEPENDENCIA;2013-01-02 09:24:36.89;24;PLAZA DE MAYO;7
26397;1066;2013-01-02 09:18:32.983;32;PARQUE PATRICIOS ;2013-01-02 09:45:24.75;24;PLAZA DE MAYO;27
31401;1034;2013-01-02 09:18:41.107;27;INDEPENDENCIA;2013-01-02 09:27:27.497;24;PLAZA DE MAYO;9
37949;1235;2013-01-02 09:18:56.17;7;PLAZA ROMA;2013-01-02 09:29:27.763;18;TRIBUNALES;11
30771;1509;2013-01-02 09:19:40.09;28;PLAZA SAN MARTIN;2013-01-02 09:37:29.86;17;UCA PUERTO MADERO;18
4010;1501;2013-01-02 09:19:59.84;27;INDEPENDENCIA;2013-01-02 09:32:56.013;18;TRIBUNALES;13
56606;915;2013-01-02 09:20:27.42;28;PLAZA SAN MARTIN;2013-01-02 09:30:17.827;24;PLAZA DE MAYO;10
65285;1459;2013-01-02 09:20:29.2;27;INDEPENDENCIA;2013-01-02 09:33:08.327;18;TRIBUNALES;13
34875;914;2013-01-02 09:20:43.92;25;PLAZA ALMAGRO;2013-01-02 11:44:43.61;37;PLAZA GÜEMES;144
67463;1507;2013-01-02 09:20:44.89;9;PARQUE LEZAMA;2013-01-02 09:33:16.89;17;UCA PUERTO MADERO;13
20969;1181;2013-01-02 09:20:47.983;18;TRIBUNALES;2013-01-02 09:27:30.17;10;OBELISCO;7
70780;1291;2013-01-02 09:21:01.653;3;RETIRO;2013-01-02 09:30:03.61;36;EMMA DE LA BARRA;9
16417;1402;2013-01-02 09:21:15.78;34;SUIPACHA;2013-01-02 09:30:43.857;7;PLAZA ROMA;9
67641;1260;2013-01-02 09:21:24.293;6;DERECHO;2013-01-02 09:41:21.747;7;PLAZA ROMA;20
57948;1629;2013-01-02 09:21:42.53;9;PARQUE LEZAMA;2013-01-02 09:37:03.123;10;OBELISCO;15
314;880;2013-01-02 09:21:58.717;16;PARQUE LAS HERAS;2013-01-02 09:42:18.92;7;PLAZA ROMA;20
68456;1433;2013-01-02 09:22:06.64;3;RETIRO;2013-01-02 09:27:50.56;34;SUIPACHA;6
41220;792;2013-01-02 09:22:15.343;25;PLAZA ALMAGRO;2013-01-02 09:38:40.357;16;PARQUE LAS HERAS;16
71377;19;2013-01-02 09:22:31.42;33;ARENALES;2013-01-02 09:39:45.793;17;UCA PUERTO MADERO;17
70419;1262;2013-01-02 09:22:43.873;3;RETIRO;2013-01-02 09:37:02.53;24;PLAZA DE MAYO;14
70560;1357;2013-01-02 09:22:59.013;3;RETIRO;2013-01-02 09:34:27.34;36;EMMA DE LA BARRA;11
70756;1378;2013-01-02 09:23:21.903;3;RETIRO;2013-01-02 09:24:31.84;3;RETIRO;1
58620;172;2013-01-02 09:23:25.7;28;PLAZA SAN MARTIN;2013-01-02 09:27:35.903;28;PLAZA SAN MARTIN;4
58160;418;2013-01-02 09:23:32.607;15;CONGRESO;2013-01-02 09:35:47.013;22;VIRREY CEVALLOS;12
58163;35;2013-01-02 09:23:39.53;15;CONGRESO;2013-01-02 09:34:51.45;22;VIRREY CEVALLOS;11
70559;663;2013-01-02 09:23:54.327;30;DISTRITO AUDIOVISUAL;2013-01-02 10:00:25.513;34;SUIPACHA;37
27791;1167;2013-01-02 09:24:04.747;22;VIRREY CEVALLOS;2013-01-02 10:05:47.123;36;EMMA DE LA BARRA;42
956;1325;2013-01-02 09:24:14.857;3;RETIRO;2013-01-02 09:42:29.013;17;UCA PUERTO MADERO;18
69208;832;2013-01-02 09:24:37.14;27;INDEPENDENCIA;2013-01-02 09:34:15.403;10;OBELISCO;10
51370;684;2013-01-02 09:24:45.327;3;RETIRO;2013-01-02 09:40:05.903;24;PLAZA DE MAYO;15
53275;1406;2013-01-02 09:24:51.483;8;PLAZA ITALIA;2013-01-02 10:24:18.593;21;PACIFICO;59
67548;1051;2013-01-02 09:24:51.733;28;PLAZA SAN MARTIN;2013-01-02 09:36:27.373;10;OBELISCO;12
39901;221;2013-01-02 09:24:52.403;3;RETIRO;2013-01-02 09:33:48.67;18;TRIBUNALES;9
27794;995;2013-01-02 09:24:59.233;22;VIRREY CEVALLOS;2013-01-02 10:06:02.513;36;EMMA DE LA BARRA;41
70756;1070;2013-01-02 09:25:01.043;3;RETIRO;2013-01-02 09:36:22.11;36;EMMA DE LA BARRA;11
51806;1403;2013-01-02 09:25:19.293;16;PARQUE LAS HERAS;2013-01-02 09:46:43.17;18;TRIBUNALES;21
68604;340;2013-01-02 09:25:21.233;3;RETIRO;2013-01-02 09:34:14.233;36;EMMA DE LA BARRA;9
24350;1234;2013-01-02 09:25:29.623;25;PLAZA ALMAGRO;2013-01-02 10:14:40.983;25;PLAZA ALMAGRO;49
66175;319;2013-01-02 09:25:33.56;10;OBELISCO;2013-01-02 09:30:06.763;35;ALSINA ;5
70232;721;2013-01-02 09:26:04.013;3;RETIRO;2013-01-02 09:34:55.497;36;EMMA DE LA BARRA;9
57795;57;2013-01-02 09:26:09.903;3;RETIRO;2013-01-02 09:35:36.373;36;EMMA DE LA BARRA;9
40551;922;2013-01-02 09:26:43.543;28;PLAZA SAN MARTIN;2013-01-02 09:36:03.983;10;OBELISCO;9
69337;1253;2013-01-02 09:26:50.39;17;UCA PUERTO MADERO;2013-01-02 09:38:17.733;36;EMMA DE LA BARRA;11
64391;1110;2013-01-02 09:27:01.047;3;RETIRO;2013-01-02 09:35:32.873;36;EMMA DE LA BARRA;9
541;158;2013-01-02 09:27:01.047;3;RETIRO;2013-01-02 09:40:24.357;5;ADUANA;13
71770;605;2013-01-02 09:27:26.263;3;RETIRO;2013-01-02 09:39:15.747;17;UCA PUERTO MADERO;12
43425;341;2013-01-02 09:27:37.31;3;RETIRO;2013-01-02 09:38:13.36;18;TRIBUNALES;11
50376;701;2013-01-02 09:28:00.14;33;ARENALES;2013-01-02 09:30:55.78;28;PLAZA SAN MARTIN;3
35921;1303;2013-01-02 09:28:16.56;27;INDEPENDENCIA;2013-01-02 09:49:40.59;23;PLAZA HOUSSAY;21
31082;1181;2013-01-02 09:28:44.17;10;OBELISCO;2013-01-02 09:44:30.733;23;PLAZA HOUSSAY;16
48603;958;2013-01-02 09:28:45.653;9;PARQUE LEZAMA;2013-01-02 10:19:29.513;8;PLAZA ITALIA;51
67254;1451;2013-01-02 09:28:47.843;3;RETIRO;2013-01-02 09:42:45.263;24;PLAZA DE MAYO;14
5926;1003;2013-01-02 09:29:08.467;3;RETIRO;2013-01-02 09:55:35.873;21;PACIFICO;26
33536;565;2013-01-02 09:29:26.437;8;PLAZA ITALIA;2013-01-02 09:56:11.747;15;CONGRESO;27
28847;1632;2013-01-02 09:30:19.7;7;PLAZA ROMA;2013-01-02 09:39:53.093;17;UCA PUERTO MADERO;10
65028;248;2013-01-02 09:30:21.843;23;PLAZA HOUSSAY;2013-01-02 09:40:20.653;15;CONGRESO;10
58620;446;2013-01-02 09:30:23.17;28;PLAZA SAN MARTIN;2013-01-02 09:44:51.31;17;UCA PUERTO MADERO;14
9746;1449;2013-01-02 09:30:28.327;8;PLAZA ITALIA;2013-01-02 09:48:59.437;6;DERECHO;19
49909;1017;2013-01-02 09:30:36.873;16;PARQUE LAS HERAS;2013-01-02 09:48:50.623;33;ARENALES;18
66175;1247;2013-01-02 09:30:55.343;35;ALSINA ;2013-01-02 10:08:31.11;7;PLAZA ROMA;38
70344;1601;2013-01-02 09:30:57.733;17;UCA PUERTO MADERO;2013-01-02 09:38:23.03;24;PLAZA DE MAYO;7
70227;7;2013-01-02 09:30:59.233;3;RETIRO;2013-01-02 09:31:42.967;3;RETIRO;1
69437;1006;2013-01-02 09:31:24.81;3;RETIRO;2013-01-02 09:43:56.28;36;EMMA DE LA BARRA;13
49654;795;2013-01-02 09:31:24.827;3;RETIRO;2013-01-02 09:43:59.34;18;TRIBUNALES;13
25869;1402;2013-01-02 09:31:29.013;7;PLAZA ROMA;2013-01-02 09:44:23.06;15;CONGRESO;13
46878;1599;2013-01-02 09:31:30.653;24;PLAZA DE MAYO;2013-01-02 09:47:26.31;19;PLAZA VICENTE LOPEZ;16
70227;1378;2013-01-02 09:32:07.047;3;RETIRO;2013-01-02 09:43:24.513;36;EMMA DE LA BARRA;11
2889;707;2013-01-02 09:32:41.513;3;RETIRO;2013-01-02 09:37:44.247;7;PLAZA ROMA;5
66001;1252;2013-01-02 09:32:42.687;19;PLAZA VICENTE LOPEZ;2013-01-02 10:17:45.59;16;PARQUE LAS HERAS;45
50504;634;2013-01-02 09:32:51.653;25;PLAZA ALMAGRO;2013-01-02 10:01:31.61;17;UCA PUERTO MADERO;29
53037;1034;2013-01-02 09:33:07.327;24;PLAZA DE MAYO;2013-01-02 09:50:14.89;3;RETIRO;17
40686;870;2013-01-02 09:33:08.59;3;RETIRO;2013-01-02 09:57:32.89;21;PACIFICO;24
13955;1081;2013-01-02 09:33:18.11;25;PLAZA ALMAGRO;2013-01-02 09:49:59.95;16;PARQUE LAS HERAS;17
72267;571;2013-01-02 09:33:27.513;35;ALSINA ;2013-01-02 10:47:12.483;35;ALSINA ;74
57672;386;2013-01-02 09:33:32.297;22;VIRREY CEVALLOS;2013-01-02 09:49:33.7;34;SUIPACHA;16
43580;1495;2013-01-02 09:34:31.013;9;PARQUE LEZAMA;2013-01-02 09:50:01.17;36;EMMA DE LA BARRA;16
36089;786;2013-01-02 09:34:33.107;3;RETIRO;2013-01-02 09:45:39.233;36;EMMA DE LA BARRA;11
22714;1072;2013-01-02 09:34:41.45;16;PARQUE LAS HERAS;2013-01-02 09:50:54.717;28;PLAZA SAN MARTIN;16
70478;35;2013-01-02 09:34:57.497;22;VIRREY CEVALLOS;2013-01-02 09:49:39;24;PLAZA DE MAYO;15
72435;849;2013-01-02 09:35:07.013;27;INDEPENDENCIA;2013-01-02 09:45:40.997;24;PLAZA DE MAYO;11
58448;713;2013-01-02 09:35:29.513;3;RETIRO;2013-01-02 09:46:23.013;7;PLAZA ROMA;11
70952;1465;2013-01-02 09:35:31.793;17;UCA PUERTO MADERO;2013-01-02 09:46:14.67;24;PLAZA DE MAYO;11
72434;1357;2013-01-02 09:35:40.343;36;EMMA DE LA BARRA;2013-01-02 09:41:46.093;7;PLAZA ROMA;6
45139;804;2013-01-02 09:35:46.747;15;CONGRESO;2013-01-02 09:36:10.45;15;CONGRESO;0
70479;418;2013-01-02 09:35:52.293;22;VIRREY CEVALLOS;2013-01-02 09:49:45.56;24;PLAZA DE MAYO;14
32754;1202;2013-01-02 09:35:58.497;16;PARQUE LAS HERAS;2013-01-02 10:02:10.53;7;PLAZA ROMA;26
69837;7;2013-01-02 09:36:19.25;3;RETIRO;2013-01-02 09:38:20.14;3;RETIRO;2
37837;1336;2013-01-02 09:36:48.217;9;PARQUE LEZAMA;2013-01-02 10:18:58.717;16;PARQUE LAS HERAS;42
61706;1058;2013-01-02 09:37:04.06;17;UCA PUERTO MADERO;2013-01-02 09:44:58.153;24;PLAZA DE MAYO;8
62680;221;2013-01-02 09:37:11.577;18;TRIBUNALES;2013-01-02 09:47:11.06;24;PLAZA DE MAYO;10
45139;863;2013-01-02 09:37:12.263;15;CONGRESO;2013-01-02 10:18:49.153;15;CONGRESO;42
71551;1262;2013-01-02 09:37:23.64;24;PLAZA DE MAYO;2013-01-02 09:47:09.013;36;EMMA DE LA BARRA;10
29066;839;2013-01-02 09:38:06.53;23;PLAZA HOUSSAY;2013-01-02 09:53:52.92;3;RETIRO;16
40285;1148;2013-01-02 09:38:19.733;35;ALSINA ;2013-01-02 09:47:28.997;34;SUIPACHA;9
71558;244;2013-01-02 09:38:21.92;15;CONGRESO;2013-01-02 09:59:24.28;3;RETIRO;21
27358;1274;2013-01-02 09:38:40.873;24;PLAZA DE MAYO;2013-01-02 09:46:56.92;7;PLAZA ROMA;8
34962;1612;2013-01-02 09:38:56.077;15;CONGRESO;2013-01-02 09:45:55.92;24;PLAZA DE MAYO;7
69837;224;2013-01-02 09:38:57.03;3;RETIRO;2013-01-02 09:46:21.013;36;EMMA DE LA BARRA;7
28354;173;2013-01-02 09:39:05.043;22;VIRREY CEVALLOS;2013-01-02 09:49:26.623;24;PLAZA DE MAYO;10
10513;1501;2013-01-02 09:39:06.56;18;TRIBUNALES;2013-01-02 09:51:49.543;36;EMMA DE LA BARRA;13
49772;1299;2013-01-02 09:39:16.513;18;TRIBUNALES;2013-01-02 09:39:34.733;18;TRIBUNALES;0
1576;266;2013-01-02 09:39:30.31;9;PARQUE LEZAMA;2013-01-02 09:40:03.03;9;PARQUE LEZAMA;1
42181;792;2013-01-02 09:39:32.14;16;PARQUE LAS HERAS;2013-01-02 10:21:15.64;27;INDEPENDENCIA;42
49772;1459;2013-01-02 09:39:53.797;18;TRIBUNALES;2013-01-02 10:02:55.28;16;PARQUE LAS HERAS;23
1576;1472;2013-01-02 09:40:20.95;9;PARQUE LEZAMA;2013-01-02 09:50:14.7;5;ADUANA;10
70596;1200;2013-01-02 09:40:44.42;17;UCA PUERTO MADERO;2013-01-02 09:53:33.233;36;EMMA DE LA BARRA;13
22990;915;2013-01-02 09:42:13.28;24;PLAZA DE MAYO;2013-01-02 10:18:27.793;24;PLAZA DE MAYO;36
20461;1601;2013-01-02 09:43:43.187;24;PLAZA DE MAYO;2013-01-02 09:54:25.92;18;TRIBUNALES;11
56954;1156;2013-01-02 09:44:02.747;28;PLAZA SAN MARTIN;2013-01-02 10:00:03.873;27;INDEPENDENCIA;16
40968;1402;2013-01-02 09:44:28.373;15;CONGRESO;2013-01-02 09:52:35.577;18;TRIBUNALES;8
7968;1221;2013-01-02 09:45:03.75;16;PARQUE LAS HERAS;2013-01-02 10:02:49.547;33;ARENALES;18
51774;1058;2013-01-02 09:45:21.903;24;PLAZA DE MAYO;2013-01-02 09:56:02.983;36;EMMA DE LA BARRA;11
30473;1587;2013-01-02 09:46:22.437;8;PLAZA ITALIA;2013-01-02 10:43:11.17;19;PLAZA VICENTE LOPEZ;57
71930;391;2013-01-02 09:47:13.84;30;DISTRITO AUDIOVISUAL;2013-01-02 10:29:29.607;35;ALSINA ;42
68637;1524;2013-01-02 09:47:14.873;3;RETIRO;2013-01-02 09:54:55.25;7;PLAZA ROMA;8
69581;1148;2013-01-02 09:48:04.78;34;SUIPACHA;2013-01-02 10:02:00.747;5;ADUANA;14
68582;1142;2013-01-02 09:48:19.14;33;ARENALES;2013-01-02 10:00:09.717;34;SUIPACHA;12
67165;251;2013-01-02 09:48:28.497;19;PLAZA VICENTE LOPEZ;2013-01-02 10:08:48.043;7;PLAZA ROMA;20
38201;1318;2013-01-02 09:48:56.17;34;SUIPACHA;2013-01-02 10:20:53.217;28;PLAZA SAN MARTIN;32
62409;1127;2013-01-02 09:49:05.873;15;CONGRESO;2013-01-02 10:30:51.013;20;ONCE;42
